P51V2,-104.0
P51V3,-134.0
P51V4,-104.0
P51V5,-135.0
P52V2,121.0
P52V3,75.0
P52V4,154.0
P52V5,-204.0
P53V2,-175.0
P53V5,-138.0
P54V2,-87.0
P54V3,-74.0
P54V4,-88.0
P54V5,-124.0
P55V1,124.0
P55V2,158.0
P55V3,123.0
P56V1,-76.0
P56V2,-269.0
P56V3,90.0
P56V4,-140.0
P56V5,-172.0
P57V2,-126.0
P57V5,-140.0
P58V1,-328.0
P58V2,-211.0
P58V5,-205.0
P59V1,170.0
P59V2,-56.0
P59V3,268.0
P59V4,212.0
P59V5,100.0
P61V1,-100.0
P61V3,-83.0
P61V4,-74.0
P61V5,-310.0
P62V1,-76.0
P62V3,-141.0
P62V4,-98.0
P62V5,-357.0
P63V4,-144.0
P63V5,-213.0
P64V1,128.0
P64V2,-70.0
P64V3,84.0
P64V5,-70.0
P65V2,191.0
P65V4,-116.0
P66V1,324.0
P66V3,342.0
P66V4,232.0
P66V5,103.0
P67V1,160.0
P67V3,68.0
P68V1,130.0
P68V2,95.0
P69V2,145.0
P69V3,196.0
P69V5,149.0
P71V1,-302.0
P71V2,-212.0
P71V3,-58.0
P71V4,-83.0
P72V1,-60.0
P72V2,-179.0
P72V3,-196.0
P72V4,-173.0
P72V5,-131.0
P73V1,-142.0
P73V4,-118.0
P74V1,56.0
P74V2,-73.0
P74V4,90.0
P75V2,-60.0
P75V3,-84.0
P75V5,-158.0
P76V3,-147.0
P76V5,-265.0
P77V1,171.0
P77V2,60.0
P77V3,119.0
P78V1,178.0
P78V2,345.0
P78V3,110.0
P78V4,139.0
P78V5,154.0
P79V1,206.0
P79V2,164.0
P79V3,165.0
P79V4,207.0
P79V5,65.0
P82V1,-111.0
P82V2,-154.0
P82V3,-83.0
P82V4,-107.0
P82V5,-109.0
P83V1,121.0
P83V3,64.0
P84V1,250.0
P84V3,239.0
P84V4,67.0
P84V5,76.0
P85V1,74.0
P85V2,-94.0
P85V3,102.0
P85V5,-75.0
P86V5,-112.0
P87V2,-91.0
P87V4,-130.0
P87V5,-178.0
P88V3,-66.0
P88V5,-140.0
P89V1,77.0
P89V3,-130.0
P89V4,-108.0
P92V1,-91.0
P92V2,-115.0
P92V3,-67.0
P92V4,-285.0
P92V5,-176.0
P93V1,-114.0
P93V3,128.0
P93V4,-126.0
P93V5,-142.0
P94V1,357.0
P94V3,204.0
P94V4,78.0
P95V1,342.0
P95V2,102.0
P95V3,205.0
P95V4,239.0
P95V5,125.0
P96V1,142.0
P96V2,188.0
P96V3,168.0
P96V4,139.0
P97V2,-141.0
P97V4,66.0
P97V5,-90.0
P98V1,91.0
P98V3,66.0
P98V4,-82.0
P98V5,-185.0
