P51V1,166.0
P51V2,140.0
P51V3,241.0
P51V4,143.0
P51V5,134.0
P53V1,164.0
P53V2,183.0
P53V3,83.0
P54V1,105.0
P54V2,176.0
P54V3,195.0
P54V4,87.0
P54V5,67.0
P55V2,-76.0
P55V5,-119.0
P56V1,135.0
P56V3,198.0
P56V4,85.0
P57V1,77.0
P57V3,105.0
P58V1,375.0
P58V2,176.0
P58V3,114.0
P58V5,126.0
P59V1,160.0
P59V2,341.0
P59V4,208.0
P61V3,70.0
P62V1,142.0
P62V2,160.0
P62V3,210.0
P62V4,110.0
P63V1,168.0
P63V2,139.0
P63V3,190.0
P63V5,115.0
P64V2,182.0
P64V3,146.0
P64V4,139.0
P64V5,91.0
P65V1,127.0
P65V2,71.0
P65V3,70.0
P65V4,159.0
P66V1,-67.0
P66V4,-63.0
P67V1,-181.0
P67V3,-96.0
P67V4,-110.0
P67V5,-115.0
P68V5,-88.0
P69V1,125.0
P71V1,-143.0
P71V2,-326.0
P71V3,-375.0
P71V4,-877.0
P71V5,-730.0
P72V3,88.0
P72V4,-92.0
P73V1,160.0
P75V2,109.0
P76V2,63.0
P76V3,134.0
P76V5,78.0
P77V1,-159.0
P77V5,-174.0
P78V1,-93.0
P78V2,-163.0
P78V4,-78.0
P78V5,-106.0
P79V1,120.0
P79V2,-99.0
P79V3,-117.0
P79V5,-71.0
P81V1,-347.0
P81V2,1404.0
P81V3,1760.0
P81V4,4613.0
P81V5,4106.0
P82V1,-177.0
P82V2,-282.0
P82V3,-371.0
P82V4,-383.0
P82V5,-628.0
P83V1,-124.0
P83V2,-193.0
P83V3,-217.0
P83V4,-211.0
P83V5,-310.0
P84V1,-122.0
P84V4,-146.0
P84V5,-190.0
P85V3,-117.0
P85V5,-185.0
P86V3,71.0
P87V4,94.0
P87V5,95.0
P88V1,72.0
P88V3,-66.0
P89V1,-113.0
P89V3,104.0
P89V4,-105.0
P89V5,-120.0
P92V1,-302.0
P92V2,-333.0
P92V3,-231.0
P92V4,-540.0
P92V5,-200.0
P93V2,-243.0
P93V3,-139.0
P93V4,-63.0
P93V5,-191.0
P94V1,-208.0
P94V2,-70.0
P94V4,-79.0
P94V5,-129.0
P95V5,-82.0
P96V1,184.0
P96V2,124.0
P96V3,257.0
P96V4,96.0
P96V5,100.0
P97V1,134.0
P97V2,213.0
P97V3,227.0
P97V4,181.0
P97V5,121.0
P98V1,170.0
P98V2,215.0
P98V3,380.0
P98V4,327.0
